Year	Country	Latitude	Longitude	Focal Depth (km)	Mag	Total Deaths	Total Missing	Total Injuries	Total Houses Destroyed	Total Houses Damaged
1990	ITALY	37.3	15.438	11	5.3	19	0	200	0	0
1990	IRAN	36.636	49.799	15	5.3	20	0	0	0	0
1990	IRAN	28.251	55.462	11	6.7	22	0	100	0	0
1990	SUDAN	5.121	32.145	15	7.1	31	0	0	0	0
1990	AFGHANISTAN	36.415	70.789	217	5.6	43	0	0	0	0
1990	CHINA	35.986	100.245	8	6.9	126	0	2049	66800	0
1990	PERU	-6.016	-77.229	24	6.5	200	0	8130	0	0
1990	PHILIPPINES	15.679	121.172	25	7.8	2412	0	3000	0	0
1990	IRAN	36.957	49.409	19	7.3	40000	0	105000	0	0
1990	KAZAKHSTAN	47.963	84.961	33	6.1	0	0	8	500	0
1990	PAPUA NEW GUINEA	-5.097	150.967	179	7.5	0	0	0	0	0
1990	SUDAN	5.358	31.848	16	7	0	0	0	0	0
1990	TURKEY	36.99	29.595	17	5.1	0	0	0	0	393
1990	TAJIKISTAN	37.034	72.942	33	6.3	0	0	0	0	0
1990	PHILIPPINES	9.755	124.694	26	6.6	0	0	300	0	600
1990	JAPAN	33.267	138.643	10	6.5	0	0	0	0	0
1990	VANUATU	-15.355	167.464	126	6.4	0	0	2	0	0
1990	USA TERRITORY	15.125	147.596	11	7.5	0	0	0	0	0
1990	NEW ZEALAND	-40.296	176.064	21	6.3	0	0	0	0	0
1990	JAPAN	34.706	139.252	14	6.4	0	0	0	0	0
1990	COSTA RICA	9.919	-84.808	22	7	0	0	15	8	34
1990	ROMANIA	45.811	26.769	88	6.1	0	0	0	0	0
1990	USA	34.14	-117.7	5	5.5	0	0	30	0	0
1990	CHINA	39.436	74.9	33	6.2	0	0	2	0	0
1990	BOSNIA-HERZEGOVINA	43.853	16.633	24	5.6	0	0	10	0	0
1990	PAKISTAN	27.398	65.719	15	6.3	0	0	6	0	0
1990	FIJI	-22.122	175.163	33	7.6	0	0	0	0	0
1990	TAIWAN	23.722	121.627	10	6.3	0	0	0	0	0
1991	IRAN	36.924	49.603	16	5	1	0	70	0	0
1991	ROMANIA	45.364	21.057	11	5.6	2	0	30	0	0
1991	COLOMBIA	4.554	-77.442	21	6.4	2	0	0	0	28
1991	USA	34.262	-118.002	11	5.1	2	0	104	0	0
1991	GEORGIA	42.461	44.009	9	6.1	8	0	200	0	0
1991	IRAQ	36.52	44.066	26	5.1	20	0	0	100	0
1991	GUATEMALA	14.646	-90.986	5	6.2	25	0	200	0	0
1991	INDONESIA	-8.099	124.681	29	6.5	28	0	181	1150	0
1991	PERU	-5.982	-77.094	20	6.7	53	0	252	0	8063
1991	COSTA RICA	9.685	-83.073	10	7.6	90	0	895	0	0
1991	GEORGIA	42.453	43.673	17	7	270	0	0	0	0
1991	PHILIPPINES	15.119	120.355	10	5.5	800	0	4	0	0
1991	AFGHANISTAN	35.993	70.423	142	6.4	848	0	200	0	2000
1991	INDIA	30.78	78.774	10	7	2000	0	1800	7500	0
1991	CHINA	39.887	113.923	10	5.5	0	0	131	1328	0
1991	INDONESIA	1.196	122.787	31	7.5	0	0	0	0	1500
1991	ROMANIA	45.498	21.115	9	5.5	0	0	0	0	5000
1991	ROMANIA	44.888	22.407	12	5.6	0	0	0	0	615
1991	MYANMAR (BURMA)	23.613	95.901	20	7.1	0	0	0	0	32
1991	PERU	-6.038	-77.13	21	6.4	0	0	10	0	15
1991	PANAMA	9.542	-82.418	10	6.2	0	0	36	0	0
1991	RUSSIA	48.268	154.328	39	5.7	0	0	0	0	0
1991	RUSSIA	45.533	151.021	24	7.6	0	0	0	0	0
1991	USA	40.235	-124.348	12	6.2	0	0	0	0	0
1991	IRAN	30.666	50.218	39	5.4	0	0	51	290	0
1991	BERING SEA	58.427	-175.45	20	6.7	0	0	0	0	0
1991	NEW ZEALAND	-40.25	175.053	88	5.6	0	0	0	0	0
1991	SOLOMON ISLANDS	-9.929	159.139	10	6.9	0	0	0	0	0
1991	SOLOMON ISLANDS	-9.094	158.442	23	7.2	0	0	0	0	0
1991	INDIA	26.323	70.607	22	5	0	0	0	0	0
1991	CHINA	40.386	78.959	21	6.1	0	0	3	8561	0
1991	VENEZUELA	10.045	-69.948	10	5.2	0	0	0	0	100
1991	AFGHANISTAN	37.457	68.273	33	5.1	0	0	0	0	1000
1992	NETHERLANDS	51.153	5.798	21	5.2	1	0	45	0	0
1992	USA	34.201	-116.436	1	7.6	3	0	400	0	0
1992	KYRGYZSTAN	41.019	72.429	50	6.2	4	0	0	5500	4000
1992	PAKISTAN	29.087	66.74	9	5.5	4	0	200	0	0
1992	PAKISTAN	33.377	71.317	16	6	6	0	100	400	0
1992	CONGO	-6.087	26.651	11	7	8	0	37	0	0
1992	COLOMBIA	7.075	-76.862	10	7.4	11	0	115	0	0
1992	KYRGYZSTAN	42.142	73.575	27	7.5	75	0	0	8200	0
1992	NICARAGUA	11.727	-87.386	40	7.7	170	0	489	1500	0
1992	EGYPT	29.778	31.144	22	5.3	545	0	6512	9350	0
1992	TURKEY	39.71	39.605	27	6.9	653	0	2000	0	8057
1992	INDONESIA	-8.48	121.896	28	7.8	2500	0	2103	31785	0
1992	CUBA	19.613	-77.872	23	7	0	0	40	0	820
1992	JAPAN	32.536	141.641	16	6.3	0	0	0	0	0
1992	USA	33.961	-116.318	12	6.3	0	0	32	0	0
1992	SOLOMON ISLANDS	-11.122	165.239	19	7	0	0	0	0	0
1992	USA	36.705	-116.293	9	5.4	0	0	0	0	0
1992	JAPAN	39.419	143.33	29	7	0	0	0	0	0
1992	PHILIPPINES	7.191	126.762	33	7.5	0	0	0	12	0
1992	COLOMBIA	6.845	-76.806	14	7	0	0	20	0	0
1992	JAPAN	35.106	139.644	100	5.6	0	0	37	0	0
1992	USA	40.368	-124.316	15	7.1	0	0	98	0	0
1992	USA	34.203	-116.827	5	6.7	0	0	0	0	0
1993	GUATEMALA	14.717	-92.645	34	7.2	1	0	3	0	0
1993	CHINA	29.084	87.333	12	6.2	2	0	3	0	0
1993	JAPAN	43.3	143.691	102	7.6	2	0	0	0	0
1993	COSTA RICA	9.821	-83.622	20	5.8	2	0	9	0	0
1993	SUDAN	15.385	31.69	13	5.5	2	0	9	0	0
1993	WALLIS AND FUTUNA (FRENCH TERRITORY)	-14.385	-178.252	10	6.4	5	0	20	0	0
1993	PAPUA NEW GUINEA	-5.889	146.02	25	6.9	60	0	200	0	0
1993	JAPAN	42.851	139.197	17	7.7	231	0	233	2374	0
1993	INDIA	18.066	76.451	7	6.2	11000	0	30000	0	0
1993	CHINA	23.027	101.062	33	5.6	0	0	66	28417	0
1993	IRAN	30.149	50.814	33	5.4	0	0	0	0	0
1993	IRAN	32.104	60.088	33	5.1	0	0	0	0	0
1993	JAPAN	37.634	137.245	11	6.3	0	0	0	0	0
1993	GREECE	38.224	21.756	23	5.6	0	0	0	0	0
1993	NEPAL	28.723	82.28	37	5.1	0	0	0	0	0
1993	USA TERRITORY	12.982	144.801	59	7.8	0	0	48	0	0
1993	JAPAN	41.985	139.839	13	6.3	0	0	0	0	0
1993	RUSSIA	51.218	157.829	71	7.5	0	0	0	0	0
1993	IRAN	30.692	50.886	30	5.1	0	0	0	0	0
1993	USA	42.314	-122.012	11	6	0	0	0	0	0
1993	RUSSIA	51.934	158.647	34	7	0	0	0	0	0
1993	USA	45.035	-122.607	21	5.6	0	0	0	0	0
1993	PERU	-11.652	-76.53	106	6.3	0	0	0	0	0
1993	KERMADEC ISLANDS (NEW ZEALAND)	-28.886	-176.819	20	6.6	0	0	0	0	0
1993	CHINA	39.263	75.533	18	5.6	0	0	4	100	0
1994	INDONESIA	-1.258	127.98	17	6.8	1	0	52	0	500
1994	TAIWAN	24.511	121.905	11	6.4	1	0	2	0	0
1994	IRAN	29.096	52.617	13	6.1	2	0	50	0	0
1994	IRAN	28.968	52.614	9	5.9	3	0	100	0	0
1994	JAPAN	40.525	143.419	27	7.8	3	0	200	0	0
1994	HAITI	19.803	-72.799	59	5.4	4	0	0	0	0
1994	BOLIVIA	-13.841	-67.553	631	8.2	5	0	0	0	0
1994	IRAN	30.853	60.596	6	6.1	6	0	0	0	0
1994	UGANDA	0.593	30.037	14	6.2	7	0	0	0	0
1994	INDONESIA	1.015	127.733	20	7	9	0	300	0	550
1994	RUSSIA	43.773	147.321	14	8.3	11	0	382	0	0
1994	USA	34.213	-118.537	18	6.7	60	0	7000	40000	0
1994	PHILIPPINES	13.525	121.067	32	7.1	81	0	225	797	3288
1994	ALGERIA	35.52	-0.106	9	5.9	171	0	0	0	0
1994	INDONESIA	-4.967	104.302	23	6.9	207	0	2000	6000	0
1994	INDONESIA	-10.477	112.835	18	7.8	238	0	423	1500	0
1994	COLOMBIA	2.917	-76.057	12	6.8	650	0	0	200	0
1994	INDONESIA	-10.777	113.366	11	6.5	0	0	0	0	0
1994	JAPAN	40.608	143.683	13	6.4	0	0	0	0	0
1994	RUSSIA	43.905	147.916	33	7.3	0	0	0	0	0
1994	INDONESIA	-10.341	113.369	17	6.1	0	0	0	0	0
1994	USA	40.741	-124.31	23	5.5	0	0	0	0	0
1994	FIJI	-18.039	-178.413	563	7.6	0	0	0	0	0
1994	USA	42.762	-110.976	8	5.8	0	0	0	0	0
1994	TAIWAN	23.959	122.448	16	6.5	0	0	0	0	0
1994	NEW ZEALAND	-42.963	171.658	14	6.8	0	0	0	0	0
1994	CHINA	36.028	100.104	8	5.7	0	0	5	56	0
1994	USA	40.402	-125.68	10	7	0	0	0	0	0
1994	AFGHANISTAN	36.901	67.163	19	6.1	0	0	160	0	0
1994	INDONESIA	-10.362	112.892	26	6.6	0	0	0	0	0
1994	CHINA	20.524	109.33	33	5.3	0	0	360	1100	0
1995	CYPRUS	35.046	32.279	10	5.9	2	0	5	70	570
1995	ECUADOR	-2.75	-77.881	24	7	2	0	5	83	0
1995	CHILE	-23.34	-70.294	46	8	3	0	0	115	0
1995	MEXICO	16.779	-98.597	23	7.4	3	0	100	0	0
1995	COLOMBIA	5.05	-72.916	17	6.5	7	0	0	512	20
1995	CHINA	21.966	99.196	13	6.8	11	0	136	100000	0
1995	EGYPT	28.826	34.799	10	7.2	11	0	47	0	0
1995	INDONESIA	-8.452	125.049	13	6.9	11	0	19	0	0
1995	CHINA	36.427	103.123	13	5.6	14	0	60	4500	0
1995	GREECE	38.401	22.283	14	6.5	26	0	60	0	0
1995	COLOMBIA	4.104	-76.622	74	6.4	45	1	400	2000	0
1995	MEXICO	19.055	-104.205	33	8	50	0	200	0	0
1995	CHINA	26.003	102.227	10	6.2	81	0	800	200	0
1995	INDONESIA	-2.045	101.436	33	6.8	84	0	1868	17600	0
1995	TURKEY	38.063	30.134	33	6.4	95	0	348	5100	0
1995	RUSSIA	52.629	142.827	11	7.1	1989	0	750	0	0
1995	JAPAN	34.583	135.018	22	6.9	5502	0	36896	200000	0
1995	NEW ZEALAND	-37.759	178.752	21	7.1	0	0	0	0	0
1995	USA	65.17	-148.565	9	6	0	0	0	0	0
1995	SAMOA	-15.199	-173.529	21	7.4	0	0	0	0	0
1995	NEW CALEDONIA	-23.008	169.9	20	7.7	0	0	0	0	0
1995	PHILIPPINES	12.059	125.58	21	7.2	0	0	0	0	0
1995	JAPAN	27.929	130.175	28	7.1	0	0	1	0	0
1995	GREECE	40.149	21.695	14	6.6	0	0	25	12000	0
1995	CHILE	-28.906	-71.417	20	6.7	0	0	0	0	0
1995	JAPAN	28.094	130.148	20	6.8	0	0	0	0	0
1995	RUSSIA	44.663	149.3	33	7.9	0	0	0	0	0
1995	INDONESIA	-4.183	135.109	33	6.9	0	0	0	0	0
1995	JAPAN	37.925	139.186	11	5.4	0	0	0	0	0
1995	PAPUA NEW GUINEA	-5.799	154.178	30	7.7	0	0	0	0	0
1995	PHILIPPINES	12.047	125.92	23	6.8	0	0	0	0	0
1996	INDONESIA	0.729	119.931	24	7.9	9	0	63	400	0
1996	PERU	-9.593	-79.587	10	7.5	12	0	57	15	22
1996	PERU	-14.993	-75.675	33	7.7	14	0	560	0	4000
1996	CHINA	40.774	109.661	26	6	23	0	330	0	0
1996	CHINA	39.993	76.696	28	6.3	24	0	128	15314	0
1996	INDONESIA	-0.891	136.952	33	8.2	164	0	423	5043	0
1996	CHINA	27.291	100.276	11	6.6	322	0	17057	959000	0
1996	JAPAN	30.568	131.093	10	6.6	0	0	0	0	0
1996	JAPAN	31.789	131.314	49	6.7	0	0	0	0	0
1996	USA	51.478	-176.847	24	7.3	0	0	0	0	0
1996	JAPAN	31.885	131.468	22	6.7	0	0	0	0	0
1996	CHILE	-22.118	-113.436	10	6.9	0	0	0	0	0
1996	JAPAN	31.555	139.931	33	5.7	0	0	0	0	0
1996	ECUADOR	-1.036	-78.737	33	5.9	0	0	0	0	0
1996	TAIWAN	21.898	121.498	20	6.8	0	0	0	0	0
1996	SOLOMON ISLANDS	-6.518	154.999	44	7.2	0	0	0	0	0
1996	CROATIA	42.803	17.936	10	6	0	0	0	0	0
1996	MEXICO	15.978	-98.07	21	7.1	0	0	0	0	0
1996	USA	51.564	-177.632	33	7.9	0	0	0	0	0
1997	CHINA	39.422	76.839	22	5.6	2	0	6	4000	0
1997	CHILE	-30.933	-71.22	58	7.1	8	0	300	5000	15700
1997	CHINA	39.527	76.941	15	6.2	9	0	89	2000	0
1997	CHINA	39.474	76.998	33	5.9	12	0	40	14000	0
1997	ITALY	43.084	12.812	10	6	14	0	100	80000	0
1997	SOUTH AFRICA	-26.857	26.619	5	5	15	0	46	0	0
1997	INDONESIA	-3.776	119.727	33	5.9	20	0	300	650	0
1997	INDIA	22.212	92.702	54	6.1	23	0	200	1	0
1997	INDIA	23.083	80.041	36	5.8	56	0	1000	8546	52690
1997	PAKISTAN	29.976	68.208	33	7.1	60	0	0	500	0
1997	VENEZUELA	10.598	-63.486	20	7	81	0	522	0	0
1997	IRAN	37.661	57.291	10	6.5	88	0	1948	5500	11000
1997	IRAN	38.075	48.05	10	6.1	1100	0	2600	12000	0
1997	IRAN	33.825	59.809	10	7.2	1728	0	2300	10533	5474
1997	CHINA	35.069	87.325	33	7.5	0	0	0	0	0
1997	INDONESIA	1.241	122.536	24	7	0	0	0	0	0
1997	USA TERRITORY	13.986	144.901	101	6.5	0	0	4	0	0
1997	TRINIDAD AND TOBAGO	11.112	-60.892	5	6.7	0	0	2	3	0
1997	JAPAN	31.959	141.878	10	6.2	0	0	0	0	0
1997	CHINA	39.537	76.998	33	6	0	0	0	0	0
1997	JAPAN	31.92	130.429	10	6.1	0	0	0	0	0
1997	RUSSIA	54.841	162.035	33	7.8	0	0	0	0	0
1997	SOLOMON ISLANDS	-12.584	166.676	33	7.7	0	0	0	7	0
1997	AFGHANISTAN	36.411	70.945	196	6.4	0	0	0	0	0
1997	KYRGYZSTAN	41.026	74.284	22	5.8	0	0	0	0	0
1997	CHINA	39.513	76.865	33	5.9	0	0	23	3000	0
1997	TONGA	-22.101	-176.772	167	7.7	0	0	0	0	0
1997	GREECE	37.57	20.656	33	6.6	0	0	0	0	0
1997	MEXICO	18.219	-102.756	33	7.2	0	0	0	0	0
1997	INDONESIA	4.358	96.494	33	6	0	0	0	0	0
1997	IRAN	33.938	59.475	10	5.9	0	0	0	100	5000
1997	ITALY	43.048	12.879	10	5.7	0	0	0	0	0
1998	INDONESIA	-8.194	112.413	152	6.6	1	0	0	38	62
1998	AUSTRIA	46.245	13.652	10	5.7	1	0	0	0	0
1998	SERBIA	44.209	20.08	10	5.5	1	0	17	0	0
1998	AFGHANISTAN	36.479	71.086	236	6.4	1	1	11	35	0
1998	ECUADOR	-0.593	-80.393	33	7.2	3	0	40	0	0
1998	CHINA	39.66	77.343	33	6.4	3	0	7	3600	18771
1998	TAIWAN	23.407	120.736	13	5.7	5	0	27	0	0
1998	IRAN	27.791	53.608	33	5.4	5	0	105	0	850
1998	CHINA	27.308	101.029	33	5.6	5	0	1543	12000	0
1998	IRAN	30.154	57.605	9	6.6	5	0	50	2000	0
1998	AZORES (PORTUGAL)	38.65	-28.626	10	6.2	10	0	100	0	0
1998	IRAN	32.457	59.976	33	5.8	12	0	10	0	600
1998	INDONESIA	-2.071	124.891	33	7.7	41	0	107	1000	0
1998	CHINA	41.083	114.5	30	5.7	70	0	11500	70000	0
1998	BOLIVIA	-17.731	-65.431	24	6.6	105	0	150	0	0
1998	TURKEY	36.878	35.307	33	6.3	145	0	1500	1700	0
1998	PAPUA NEW GUINEA	-2.943	142.582	25	7	1636	0	1000	0	0
1998	AFGHANISTAN	37.075	70.089	33	5.9	2323	0	818	8094	0
1998	AFGHANISTAN	37.106	70.11	33	6.6	4700	0	0	0	0
1998	TAIWAN	22.306	125.308	33	7.5	0	0	0	0	0
1998	GUATEMALA	14.374	-91.473	33	6.6	0	0	27	0	0
1998	JAPAN	39.027	143.441	33	6.2	0	0	0	0	0
1998	IRAN	33.199	47.225	39	5.4	0	0	0	0	100
1998	ITALY	43.164	12.701	10	5.2	0	0	5	300	0
1998	ARMENIA	38.717	48.507	26	6	0	0	0	0	0
1998	ANTARCTICA	-62.877	149.527	10	8.1	0	0	0	0	0
1998	ALBANIA	41.925	20.39	10	5.3	0	0	0	700	0
1998	MEXICO	15.883	-96.298	33	6.3	0	0	0	0	0
1998	CHINA	39.977	76.731	33	5.6	0	0	0	400	0
1998	CHINA	37.388	78.843	33	5.6	0	0	28	2000	0
1999	IRAN	28.343	57.193	33	6.6	1	0	0	0	517
1999	PERU	-16.66	-72.662	87	6.8	1	0	50	0	300
1999	AZERBAIJAN	40.802	47.448	33	5.4	1	0	18	0	50
1999	TAIWAN	23.445	120.506	33	5.9	1	0	254	15	0
1999	TURKEY	40.711	29.949	10	5.2	1	0	166	0	0
1999	TURKEY	40.744	30.266	22	5.7	2	0	171	0	0
1999	GUATEMALA	15.782	-88.33	10	6.7	2	0	40	7	4
1999	PHILIPPINES	15.766	119.74	33	7.3	5	0	40	0	0
1999	INDONESIA	-6.845	105.555	56	6.5	5	0	220	0	2800
1999	TURKEY	40.709	30.045	13	5.8	7	0	422	0	0
1999	VANUATU	-16.423	168.214	33	7.5	10	0	100	0	0
1999	MEXICO	18.386	-97.436	70	7	20	0	200	0	2000
1999	ALGERIA	35.321	-1.281	10	5.6	24	0	175	3000	0
1999	IRAN	29.501	51.88	33	6.2	26	0	100	800	0
1999	MEXICO	16.059	-96.931	61	7.5	35	0	215	0	2000
1999	AFGHANISTAN	34.259	69.364	33	6	70	0	500	7000	0
1999	INDIA	30.512	79.403	15	6.6	100	0	394	21100	0
1999	GREECE	38.119	23.605	10	6	143	0	1600	53000	0
1999	TURKEY	40.758	31.161	10	7.2	894	0	4948	0	0
1999	COLOMBIA	4.461	-75.724	17	6.2	1185	700	4750	0	0
1999	TAIWAN	23.772	120.982	33	7.7	2297	0	8700	0	82000
1999	TURKEY	40.76	29.97	13	7.6	17118	0	50000	0	73342
1999	CHINA	39.899	113.983	10	5.3	0	0	4	6000	0
1999	TURKEY	40.358	42.346	19	5.7	0	0	6	0	340
1999	IRAN	36.92	54.9	33	5.3	0	0	0	0	50
1999	USA	34.594	-116.271	0	7.2	0	0	4	0	0
1999	CHINA	40.459	122.889	10	5	0	0	0	160	0
1999	MEXICO	18.324	-101.539	69	6.3	0	0	0	0	1300
1999	CHINA	41.131	114.658	33	5.1	0	0	3	200	0
1999	TAIWAN	23.738	121.158	17	6.5	0	0	0	0	0
2000	IRAN	35.288	58.218	33	5.3	1	0	15	100	300
2000	INDONESIA	-4.612	101.905	33	6.7	1	0	0	0	600
2000	JAPAN	34.221	139.131	10	6.1	1	0	0	0	0
2000	TAIWAN	23.843	121.225	33	6.4	2	0	36	0	0
2000	PAPUA NEW GUINEA	-4.001	152.327	17	8	2	0	0	0	0
2000	TURKEY	40.693	32.992	10	6	2	0	80	0	4600
2000	TAIWAN	24.223	121.058	10	5.4	3	0	13	0	0
2000	TURKEY	38.457	31.351	10	6	6	0	41	0	0
2000	NICARAGUA	11.884	-85.988	33	5.4	7	0	42	357	1130
2000	CHINA	25.607	101.063	33	5.9	7	0	2528	41000	0
2000	TURKMENISTAN	39.566	54.799	30	7	11	0	0	0	0
2000	AZERBAIJAN	40.245	49.946	50	6.8	31	0	430	0	0
2000	INDONESIA	-1.105	123.573	26	7.6	46	0	264	10000	0
2000	INDONESIA	-4.721	102.087	33	7.9	103	0	2174	0	0
2000	CHINA	40.498	122.994	10	5.1	0	0	30	3600	8800
2000	JAPAN	35.456	133.134	10	6.7	0	0	130	104	2230
2000	PHILIPPINES	20.253	122.043	33	6.4	0	0	6	0	0
2000	CHINA	26.856	97.238	33	6.3	0	0	0	0	0
2000	INDONESIA	-6.675	106.845	33	5.4	0	0	6	0	225
2000	TANZANIA	-7.977	30.709	34	6.5	0	0	6	7	150
2000	JAPAN	22.338	143.73	127	7.6	0	0	0	0	0
2000	AUSTRALIA	-13.802	97.453	10	7.9	0	0	0	0	0
2000	JAPAN	34.319	139.26	10	6.1	0	0	10	0	20
2000	USA	38.379	-122.413	10	5	0	0	41	0	0
2000	PAPUA NEW GUINEA	-5.233	153.102	30	7.8	0	0	0	0	0
2000	ICELAND	63.966	-20.487	10	6.5	0	0	1	11	19
2000	ICELAND	63.98	-20.758	10	6.5	0	0	0	12	0
2000	PANAMA	7.042	-77.829	17	6.5	0	0	2	0	86
2000	GREECE	34.22	25.69	38	5.5	0	0	0	0	0
2000	PAPUA NEW GUINEA	-5.496	151.781	33	7.8	0	0	0	0	0
2000	RUSSIA	48.786	142.246	10	6.8	0	0	8	0	1390
2000	AFGHANISTAN	37.542	69.582	33	5.1	0	0	0	0	800
2000	JAPAN	33.901	139.376	10	6.5	0	0	1	0	0
2001	PERU	-17.543	-72.077	33	7.6	1	0	30	200	0
2001	CHINA	26.316	100.648	10	5.6	1	0	220	3400	0
2001	USA	47.149	-122.727	52	6.8	1	0	400	0	0
2001	EL SALVADOR	13.605	-88.795	10	5.7	1	0	0	84	70
2001	JAPAN	34.083	132.526	50	6.8	2	0	161	0	3700
2001	CHINA	27.689	101.003	33	5.5	2	0	605	0	0
2001	CHINA	29.513	101.129	33	5.6	3	0	109	60000	0
2001	AFGHANISTAN	35.169	69.389	62	5	4	0	20	0	0
2001	PERU	-14.258	-72.683	33	5.8	4	0	15	0	0
2001	PERU	-16.265	-73.641	33	8.4	103	138	2713	25399	0
2001	EL SALVADOR	13.671	-88.938	10	6.6	315	0	3399	41302	15706
2001	EL SALVADOR	13.049	-88.66	60	7.7	844	0	4723	108226	169632
2001	INDIA	23.419	70.232	16	7.7	20005	0	166836	339000	0
2001	TAIWAN	23.954	122.734	14	6.8	0	0	0	0	0
2001	PERU	-16.086	-73.987	62	6.6	0	0	0	300	0
2001	GREECE	39.059	24.244	10	6.5	0	0	0	0	100
2001	INDONESIA	-4.102	123.907	33	7.5	0	0	0	0	0
2001	TURKEY	37.238	36.206	5	5.5	0	0	130	0	66
2001	USA TERRITORY	12.686	144.98	37	7	0	0	1	0	0
2001	CANADA	52.63	-132.2	20	6.1	0	0	0	0	0
2001	CHINA	35.946	90.541	10	7.8	0	0	0	0	0
2001	PHILIPPINES	6.898	126.579	33	7.5	0	0	0	0	0
2002	PAPUA NEW GUINEA	-3.212	142.427	11	6.7	1	0	0	200	0
2002	SERBIA	42.436	21.466	10	5.7	1	0	60	0	0
2002	IRAN	28.093	51.755	33	5.4	1	0	30	0	0
2002	CONGO	-1.884	29.004	11	6.2	2	0	0	0	0
2002	TANZANIA	-2.907	33.733	10	5.5	2	0	0	690	700
2002	CHINA	39.736	97.443	22	5.5	2	0	0	13380	0
2002	IRAN	34.642	47.4	33	5.4	2	0	56	0	0
2002	INDIA	13.036	93.068	21	6.5	2	0	0	40	0
2002	ITALY	38.381	13.701	5	6	2	0	20	0	0
2002	INDONESIA	2.824	96.085	30	7.3	3	0	65	0	994
2002	TAJIKISTAN	38.673	69.902	33	5.3	3	0	50	0	209
2002	PAPUA NEW GUINEA	-3.26	142.94	13	7.6	4	0	70	0	873
2002	TAIWAN	24.279	122.179	33	7.1	5	0	200	100	0
2002	INDONESIA	-1.757	134.297	10	7.6	8	0	632	1000	900
2002	PAKISTAN	35.517	74.654	33	5.4	11	0	40	0	1000
2002	PHILIPPINES	6.033	124.249	31	7.5	15	0	100	0	800
2002	PAKISTAN	35.414	74.515	33	6.3	19	0	40	100	1256
2002	ITALY	41.789	14.872	10	5.7	29	0	135	0	0
2002	TURKEY	38.573	31.271	5	6.5	44	0	318	0	622
2002	INDONESIA	-1.196	121.333	10	6.2	48	0	0	0	200
2002	TAJIKISTAN	39.959	69.417	10	5.9	50	0	150	160	250
2002	AFGHANISTAN	36.502	70.482	226	7.4	166	0	0	300	400
2002	IRAN	35.626	49.047	10	6.5	261	0	1300	4	0
2002	AFGHANISTAN	36.062	69.315	8	6.1	1000	0	200	1500	0
2002	CHILE	-29.67	-71.384	71	6.4	0	0	0	0	0
2002	AFGHANISTAN	35.704	69.868	91	5.5	0	0	0	0	0
2002	USA	63.517	-147.444	5	7.9	0	0	1	0	0
2002	FIJI	-21.696	-179.513	580	7.7	0	0	0	0	0
2002	FIJI	-23.884	178.495	675	7.7	0	0	0	0	0
2002	CHINA	39.57	75.254	10	5.7	0	0	0	0	0
2002	IRAN	34.594	47.454	33	5.2	0	0	15	3000	0
2002	USA	63.514	-147.912	4	6.7	0	0	0	0	0
2002	VANUATU	-14.49	167.827	33	5.9	0	0	3	0	100
2002	USA	44.513	-73.699	11	5.2	0	0	0	0	0
2002	MEXICO	32.319	-115.322	7	5.5	0	0	0	0	0
2002	ARGENTINA	-28.937	-66.797	22	6	0	0	27	40	0
2002	IRAN	35.701	48.838	10	5.2	0	0	0	0	0
2002	MEXICO	16.87	-100.113	6	5.3	0	0	2	0	0
2002	CHILE	-27.535	-70.586	62	6.6	0	0	19	34	575
2002	JAPAN	23.346	124.09	33	6.4	0	0	0	0	0
2002	VANUATU	-17.6	167.856	21	7.2	0	0	0	0	0
2002	USA TERRITORY	13.088	144.619	86	7.1	0	0	5	0	0
2002	PANAMA	7.929	-82.793	10	6.5	0	0	11	0	0
2002	USA TERRITORY	14.101	146.199	30	6.5	0	0	0	0	0
2002	KYRGYZSTAN	39.77	72.007	32	5.5	0	0	0	0	0
2002	INDONESIA	-1.68	134.234	10	6.4	0	0	0	0	31
2002	IRAN	31.995	49.329	10	5.6	0	0	5	0	0
2002	GREECE	37.747	21.087	10	5.7	0	0	17	8	100
2002	CHILE	-19.384	-69.231	33	5.6	0	0	0	0	0
2002	CHINA	30.916	99.927	33	5.3	0	0	0	8	0
2002	MEXICO	18.194	-95.908	109	5.9	0	0	0	0	0
2003	IRAN	28.355	54.169	10	5.8	1	0	25	3500	0
2003	CHINA	34.712	103.834	10	5.1	1	0	30	10	0
2003	PHILIPPINES	12.025	125.416	35	6.5	1	0	21	1	0
2003	CHINA	39.43	77.219	10	5.8	1	0	3	1600	0
2003	INDONESIA	2.354	128.855	31	7	1	0	7	28	20
2003	TURKEY	39.5	39.878	10	6.1	1	0	0	0	0
2003	PANAMA	8.416	-82.824	33	6.5	2	0	75	0	0
2003	USA	35.706	-121.102	8	6.6	2	0	40	0	0
2003	BANGLADESH	22.854	92.306	10	5.7	2	0	25	500	0
2003	JAPAN	41.815	143.91	27	8.3	2	0	849	0	0
2003	CHINA	25.954	101.254	33	5.6	3	0	32	12000	0
2003	RUSSIA	50.038	87.813	16	7.3	3	0	5	300	0
2003	DOMINICAN REPUBLIC	19.777	-70.673	10	6.4	3	0	15	0	0
2003	INDONESIA	-8.294	120.743	33	6.5	4	0	20	0	0
2003	CHINA	27.372	103.971	33	5.6	4	0	65	600	0
2003	CHINA	43.77	119.643	24	5.4	4	0	1000	7900	0
